Order ID,Order Date,Requested Delivery Date,Actual Delivery Date,Days of Delay,Quantity Ordered,Quantity Delivered,Carrier Name,Carrier ID,Loading Location,Unloading Location,Cost on the Route,SKU Number,Customer ID,Customer Name,Category of Product,Availability of Product,Price of Product
6179,2042-01-29,2042-02-05,2042-02-06,0,636,636,Carrier C,CAR005,Warehouse B,Warehouse B,255,SKU239,CU001,Company B,Snack,In Stock,4.16
6180,2042-01-30,2042-02-06,2042-02-07,1,359,320,Carrier E,CAR002,Warehouse B,Warehouse D,125,SKU644,CU005,Company B,Coffee,In Stock,1.6
6181,2042-01-31,2042-02-07,2042-02-09,0,298,298,Carrier B,CAR001,Warehouse A,Warehouse D,102,SKU689,CU007,Company C,Fruit Juice,In Stock,2.78
6182,2042-02-01,2042-02-05,2042-02-06,1,455,425,Carrier A,CAR005,Warehouse F,Warehouse B,249,SKU350,CU007,Company D,Dairy,In Stock,4.05
6183,2042-02-02,2042-02-07,2042-02-08,0,83,83,Carrier E,CAR001,Warehouse D,Warehouse F,100,SKU369,CU001,Company C,Coffee,In Stock,3.11
6184,2042-02-03,2042-02-06,2042-02-08,2,638,634,Carrier C,CAR005,Warehouse A,Warehouse G,103,SKU887,CU005,Company C,Snack,In Stock,3.6
6185,2042-02-04,2042-02-09,2042-02-09,0,273,273,Carrier D,CAR001,Warehouse B,Warehouse C,182,SKU332,CU001,Company C,Tea,In Stock,4.48
6186,2042-02-05,2042-02-08,2042-02-09,1,371,342,Carrier D,CAR004,Warehouse E,Warehouse B,137,SKU166,CU008,Company C,Dairy,In Stock,1.62
6187,2042-02-06,2042-02-11,2042-02-12,0,532,532,Carrier D,CAR003,Warehouse E,Warehouse E,153,SKU459,CU010,Company D,Fruit Juice,In Stock,1.82
6188,2042-02-07,2042-02-10,2042-02-10,0,488,442,Carrier E,CAR001,Warehouse D,Warehouse E,124,SKU328,CU006,Company E,Tea,In Stock,1.66
6189,2042-02-08,2042-02-15,2042-02-16,0,240,240,Carrier E,CAR005,Warehouse C,Warehouse F,289,SKU796,CU007,Company D,Coffee,In Stock,3.81
6190,2042-02-09,2042-02-14,2042-02-14,0,206,177,Carrier B,CAR003,Warehouse E,Warehouse C,177,SKU928,CU009,Company B,Dairy,In Stock,1.67
6191,2042-02-10,2042-02-13,2042-02-13,0,450,450,Carrier B,CAR004,Warehouse D,Warehouse D,220,SKU716,CU009,Company C,Dairy,In Stock,2.46
6192,2042-02-11,2042-02-15,2042-02-17,2,104,62,Carrier C,CAR002,Warehouse E,Warehouse G,227,SKU971,CU003,Company E,Snack,Out of Stock,2.36
6193,2042-02-12,2042-02-15,2042-02-15,0,261,261,Carrier A,CAR005,Warehouse A,Warehouse G,140,SKU179,CU007,Company B,Fruit Juice,In Stock,4.3
6194,2042-02-13,2042-02-17,2042-02-17,0,458,428,Carrier B,CAR005,Warehouse F,Warehouse D,208,SKU185,CU004,Company B,Tea,In Stock,2.41
6195,2042-02-14,2042-02-20,2042-02-20,0,300,300,Carrier A,CAR004,Warehouse F,Warehouse D,156,SKU229,CU004,Company B,Snack,In Stock,2.14
6196,2042-02-15,2042-02-21,2042-02-23,2,304,273,Carrier C,CAR002,Warehouse F,Warehouse B,106,SKU716,CU002,Company F,Fruit Juice,Out of Stock,4.4
6197,2042-02-16,2042-02-23,2042-02-23,0,509,509,Carrier E,CAR002,Warehouse F,Warehouse F,210,SKU705,CU006,Company F,Fruit Juice,In Stock,2.2
6198,2042-02-17,2042-02-24,2042-02-26,2,333,290,Carrier B,CAR003,Warehouse E,Warehouse B,110,SKU875,CU004,Company A,Coffee,In Stock,4.45
6199,2042-02-18,2042-02-24,2042-02-25,0,222,222,Carrier D,CAR005,Warehouse D,Warehouse G,159,SKU168,CU008,Company B,Dairy,In Stock,2.39
6200,2042-02-19,2042-02-23,2042-02-23,0,327,321,Carrier C,CAR004,Warehouse B,Warehouse G,110,SKU171,CU008,Company E,Snack,In Stock,2.24
6201,2042-02-20,2042-02-23,2042-02-24,0,107,107,Carrier E,CAR003,Warehouse A,Warehouse F,169,SKU853,CU003,Company B,Snack,In Stock,2.15
6202,2042-02-21,2042-02-24,2042-02-26,2,568,526,Carrier D,CAR003,Warehouse C,Warehouse B,248,SKU633,CU004,Company D,Snack,In Stock,4.21
6203,2042-02-22,2042-02-28,2042-02-28,0,110,110,Carrier C,CAR004,Warehouse B,Warehouse B,275,SKU492,CU010,Company D,Fruit Juice,In Stock,3.76
6204,2042-02-23,2042-02-26,2042-02-26,0,449,403,Carrier C,CAR001,Warehouse E,Warehouse E,221,SKU173,CU010,Company A,Tea,In Stock,4.44
6205,2042-02-24,2042-03-02,2042-03-04,0,617,617,Carrier E,CAR004,Warehouse A,Warehouse D,141,SKU209,CU006,Company C,Tea,In Stock,4.32
6206,2042-02-25,2042-03-01,2042-03-03,2,630,591,Carrier D,CAR005,Warehouse C,Warehouse E,267,SKU608,CU005,Company D,Fruit Juice,In Stock,3.18
6207,2042-02-26,2042-03-01,2042-03-03,0,381,381,Carrier A,CAR005,Warehouse A,Warehouse G,189,SKU894,CU010,Company E,Fruit Juice,In Stock,4.11
6208,2042-02-27,2042-03-03,2042-03-04,1,326,279,Carrier C,CAR005,Warehouse C,Warehouse B,239,SKU905,CU003,Company B,Coffee,In Stock,2.25
6209,2042-02-28,2042-03-04,2042-03-04,0,353,353,Carrier C,CAR003,Warehouse F,Warehouse E,234,SKU405,CU003,Company B,Tea,In Stock,2.2
6210,2042-03-01,2042-03-07,2042-03-08,1,655,651,Carrier E,CAR002,Warehouse F,Warehouse F,183,SKU440,CU010,Company C,Dairy,In Stock,4.45
6211,2042-03-02,2042-03-06,2042-03-08,0,321,321,Carrier E,CAR002,Warehouse A,Warehouse F,186,SKU454,CU005,Company A,Coffee,In Stock,3.12
6212,2042-03-03,2042-03-10,2042-03-10,0,436,422,Carrier C,CAR005,Warehouse F,Warehouse B,166,SKU609,CU005,Company B,Snack,In Stock,1.87
6213,2042-03-04,2042-03-11,2042-03-12,0,198,198,Carrier B,CAR004,Warehouse B,Warehouse G,224,SKU630,CU008,Company B,Coffee,In Stock,3.38
6214,2042-03-05,2042-03-11,2042-03-13,2,157,147,Carrier D,CAR002,Warehouse C,Warehouse G,211,SKU206,CU006,Company B,Coffee,In Stock,3.69
6215,2042-03-06,2042-03-10,2042-03-10,0,72,72,Carrier B,CAR003,Warehouse B,Warehouse F,144,SKU338,CU008,Company D,Beverage,Out of Stock,1.77
6216,2042-03-07,2042-03-14,2042-03-14,0,386,376,Carrier B,CAR005,Warehouse B,Warehouse B,142,SKU702,CU002,Company E,Coffee,In Stock,1.55
6217,2042-03-08,2042-03-15,2042-03-16,0,594,594,Carrier E,CAR001,Warehouse C,Warehouse D,161,SKU431,CU004,Company D,Fruit Juice,Out of Stock,2.5
6218,2042-03-09,2042-03-12,2042-03-14,2,199,192,Carrier C,CAR003,Warehouse F,Warehouse D,128,SKU682,CU004,Company C,Fruit Juice,In Stock,3.18
6219,2042-03-10,2042-03-16,2042-03-18,0,317,317,Carrier E,CAR003,Warehouse B,Warehouse D,261,SKU678,CU004,Company B,Dairy,In Stock,2.68
6220,2042-03-11,2042-03-14,2042-03-15,1,299,298,Carrier A,CAR001,Warehouse F,Warehouse F,207,SKU852,CU005,Company E,Beverage,Out of Stock,2.71
6221,2042-03-12,2042-03-16,2042-03-18,0,355,355,Carrier D,CAR003,Warehouse C,Warehouse D,112,SKU421,CU003,Company E,Coffee,In Stock,3.88
6222,2042-03-13,2042-03-19,2042-03-20,1,295,277,Carrier A,CAR005,Warehouse C,Warehouse C,238,SKU143,CU010,Company D,Coffee,In Stock,1.5
6223,2042-03-14,2042-03-19,2042-03-20,0,504,504,Carrier D,CAR004,Warehouse F,Warehouse B,219,SKU455,CU010,Company C,Coffee,Out of Stock,3.72
6224,2042-03-15,2042-03-20,2042-03-22,2,193,172,Carrier E,CAR003,Warehouse C,Warehouse D,201,SKU467,CU005,Company A,Fruit Juice,In Stock,1.73
6225,2042-03-16,2042-03-22,2042-03-24,0,101,101,Carrier C,CAR001,Warehouse D,Warehouse E,264,SKU671,CU007,Company C,Beverage,In Stock,1.9
6226,2042-03-17,2042-03-21,2042-03-21,0,262,229,Carrier E,CAR005,Warehouse D,Warehouse E,252,SKU952,CU005,Company A,Dairy,In Stock,2.7
6227,2042-03-18,2042-03-21,2042-03-21,0,473,473,Carrier C,CAR001,Warehouse E,Warehouse G,184,SKU218,CU003,Company A,Snack,In Stock,3.65
6228,2042-03-19,2042-03-25,2042-03-27,2,420,374,Carrier E,CAR004,Warehouse A,Warehouse C,261,SKU330,CU003,Company C,Dairy,In Stock,2.16
6229,2042-03-20,2042-03-23,2042-03-25,0,477,477,Carrier B,CAR005,Warehouse A,Warehouse F,214,SKU324,CU008,Company B,Dairy,Out of Stock,1.5
6230,2042-03-21,2042-03-27,2042-03-29,2,139,116,Carrier D,CAR003,Warehouse B,Warehouse G,150,SKU366,CU008,Company E,Beverage,In Stock,2.13
6231,2042-03-22,2042-03-29,2042-03-29,0,330,330,Carrier B,CAR002,Warehouse D,Warehouse G,246,SKU565,CU002,Company A,Tea,In Stock,1.54
6232,2042-03-23,2042-03-29,2042-03-30,1,530,500,Carrier D,CAR001,Warehouse C,Warehouse F,297,SKU791,CU003,Company E,Beverage,In Stock,2.81
6233,2042-03-24,2042-03-31,2042-04-01,0,552,552,Carrier B,CAR003,Warehouse F,Warehouse G,208,SKU670,CU002,Company C,Snack,In Stock,3.12
6234,2042-03-25,2042-03-31,2042-04-02,2,189,158,Carrier B,CAR005,Warehouse F,Warehouse G,103,SKU661,CU007,Company A,Fruit Juice,In Stock,4.01
6235,2042-03-26,2042-04-01,2042-04-02,0,164,164,Carrier B,CAR003,Warehouse F,Warehouse D,156,SKU710,CU009,Company B,Tea,Out of Stock,4.15
6236,2042-03-27,2042-03-31,2042-04-01,1,345,310,Carrier E,CAR002,Warehouse B,Warehouse D,151,SKU961,CU010,Company B,Dairy,In Stock,3.45
6237,2042-03-28,2042-04-04,2042-04-05,0,190,190,Carrier B,CAR002,Warehouse C,Warehouse G,295,SKU643,CU009,Company B,Tea,Out of Stock,2.96
6238,2042-03-29,2042-04-01,2042-04-02,1,207,161,Carrier C,CAR005,Warehouse D,Warehouse E,283,SKU415,CU007,Company B,Snack,In Stock,2.38
6239,2042-03-30,2042-04-03,2042-04-04,0,127,127,Carrier D,CAR004,Warehouse C,Warehouse E,157,SKU905,CU001,Company D,Coffee,In Stock,4.0
6240,2042-03-31,2042-04-03,2042-04-03,0,660,626,Carrier C,CAR002,Warehouse E,Warehouse F,282,SKU552,CU002,Company D,Dairy,Out of Stock,3.97
6241,2042-04-01,2042-04-04,2042-04-04,0,375,375,Carrier E,CAR004,Warehouse E,Warehouse E,215,SKU652,CU003,Company C,Beverage,In Stock,3.77
6242,2042-04-02,2042-04-05,2042-04-06,1,204,193,Carrier A,CAR005,Warehouse D,Warehouse C,293,SKU161,CU010,Company E,Beverage,Out of Stock,3.27
6243,2042-04-03,2042-04-09,2042-04-10,0,356,356,Carrier D,CAR005,Warehouse E,Warehouse E,147,SKU588,CU009,Company B,Snack,In Stock,3.71
6244,2042-04-04,2042-04-08,2042-04-10,2,492,487,Carrier A,CAR003,Warehouse E,Warehouse D,128,SKU710,CU006,Company B,Coffee,In Stock,3.27
6245,2042-04-05,2042-04-11,2042-04-11,0,340,340,Carrier C,CAR004,Warehouse B,Warehouse B,196,SKU653,CU008,Company D,Fruit Juice,In Stock,3.13
6246,2042-04-06,2042-04-10,2042-04-11,1,256,252,Carrier A,CAR001,Warehouse C,Warehouse G,275,SKU806,CU005,Company C,Dairy,In Stock,4.1
6247,2042-04-07,2042-04-12,2042-04-12,0,649,649,Carrier C,CAR002,Warehouse C,Warehouse B,101,SKU809,CU008,Company A,Beverage,In Stock,1.54
6248,2042-04-08,2042-04-12,2042-04-12,0,566,548,Carrier C,CAR005,Warehouse F,Warehouse D,258,SKU102,CU004,Company B,Beverage,In Stock,3.32
6249,2042-04-09,2042-04-13,2042-04-14,0,648,648,Carrier C,CAR004,Warehouse E,Warehouse F,104,SKU169,CU006,Company E,Dairy,In Stock,2.01
6250,2042-04-10,2042-04-17,2042-04-18,1,367,350,Carrier E,CAR001,Warehouse B,Warehouse G,196,SKU257,CU003,Company A,Snack,In Stock,2.4
6251,2042-04-11,2042-04-16,2042-04-16,0,129,129,Carrier A,CAR002,Warehouse C,Warehouse B,175,SKU278,CU002,Company D,Coffee,In Stock,2.87
6252,2042-04-12,2042-04-16,2042-04-18,2,442,405,Carrier B,CAR004,Warehouse C,Warehouse E,141,SKU336,CU001,Company B,Snack,In Stock,2.06
6253,2042-04-13,2042-04-17,2042-04-18,0,187,187,Carrier D,CAR001,Warehouse D,Warehouse B,258,SKU425,CU006,Company A,Coffee,In Stock,3.41
6254,2042-04-14,2042-04-19,2042-04-21,2,566,533,Carrier E,CAR004,Warehouse A,Warehouse C,232,SKU623,CU007,Company C,Tea,Out of Stock,3.62
6255,2042-04-15,2042-04-20,2042-04-20,0,232,232,Carrier C,CAR004,Warehouse E,Warehouse B,268,SKU746,CU007,Company E,Dairy,In Stock,4.25
6256,2042-04-16,2042-04-23,2042-04-25,2,570,551,Carrier E,CAR003,Warehouse B,Warehouse B,133,SKU895,CU003,Company D,Beverage,In Stock,2.55
6257,2042-04-17,2042-04-20,2042-04-22,0,487,487,Carrier E,CAR001,Warehouse F,Warehouse E,165,SKU425,CU007,Company B,Beverage,In Stock,4.03
6258,2042-04-18,2042-04-21,2042-04-21,0,674,660,Carrier C,CAR004,Warehouse F,Warehouse B,208,SKU686,CU005,Company D,Beverage,In Stock,4.28
6259,2042-04-19,2042-04-24,2042-04-25,0,245,245,Carrier D,CAR003,Warehouse B,Warehouse G,295,SKU200,CU004,Company D,Snack,In Stock,1.72
6260,2042-04-20,2042-04-23,2042-04-23,0,400,395,Carrier A,CAR003,Warehouse B,Warehouse F,183,SKU424,CU007,Company B,Dairy,In Stock,3.13
6261,2042-04-21,2042-04-26,2042-04-27,0,509,509,Carrier C,CAR005,Warehouse E,Warehouse G,234,SKU445,CU010,Company C,Fruit Juice,In Stock,3.42
6262,2042-04-22,2042-04-27,2042-04-28,1,110,77,Carrier A,CAR003,Warehouse E,Warehouse E,176,SKU877,CU008,Company A,Snack,In Stock,1.92
6263,2042-04-23,2042-04-29,2042-05-01,0,255,255,Carrier B,CAR004,Warehouse B,Warehouse G,120,SKU134,CU005,Company F,Snack,In Stock,4.03
6264,2042-04-24,2042-04-27,2042-04-29,2,189,163,Carrier D,CAR003,Warehouse B,Warehouse F,120,SKU543,CU007,Company E,Dairy,In Stock,1.86
6265,2042-04-25,2042-04-29,2042-04-29,0,392,392,Carrier B,CAR002,Warehouse F,Warehouse E,139,SKU870,CU004,Company A,Coffee,In Stock,3.89
6266,2042-04-26,2042-05-02,2042-05-02,0,595,564,Carrier C,CAR001,Warehouse E,Warehouse G,242,SKU207,CU002,Company D,Snack,In Stock,2.46
6267,2042-04-27,2042-04-30,2042-04-30,0,143,143,Carrier C,CAR002,Warehouse B,Warehouse D,226,SKU920,CU004,Company B,Beverage,Out of Stock,2.58
6268,2042-04-28,2042-05-04,2042-05-05,1,247,239,Carrier B,CAR004,Warehouse A,Warehouse B,103,SKU286,CU006,Company F,Beverage,Out of Stock,2.09
6269,2042-04-29,2042-05-02,2042-05-02,0,105,105,Carrier C,CAR001,Warehouse D,Warehouse F,146,SKU104,CU006,Company A,Dairy,Out of Stock,2.76
6270,2042-04-30,2042-05-06,2042-05-06,0,606,587,Carrier A,CAR005,Warehouse C,Warehouse E,182,SKU425,CU002,Company E,Dairy,In Stock,2.44
6271,2042-05-01,2042-05-08,2042-05-08,0,387,387,Carrier E,CAR002,Warehouse A,Warehouse D,185,SKU873,CU002,Company D,Beverage,Out of Stock,3.93
6272,2042-05-02,2042-05-07,2042-05-08,1,159,143,Carrier B,CAR005,Warehouse E,Warehouse B,168,SKU177,CU003,Company D,Tea,In Stock,1.8
6273,2042-05-03,2042-05-09,2042-05-10,0,334,334,Carrier B,CAR003,Warehouse D,Warehouse E,292,SKU637,CU006,Company D,Fruit Juice,In Stock,3.7
6274,2042-05-04,2042-05-07,2042-05-07,0,451,427,Carrier C,CAR005,Warehouse B,Warehouse C,298,SKU920,CU008,Company A,Fruit Juice,In Stock,1.82
6275,2042-05-05,2042-05-10,2042-05-12,0,192,192,Carrier E,CAR002,Warehouse A,Warehouse F,134,SKU318,CU010,Company A,Tea,Out of Stock,3.7
6276,2042-05-06,2042-05-10,2042-05-11,1,696,683,Carrier A,CAR003,Warehouse B,Warehouse E,194,SKU879,CU001,Company D,Dairy,Out of Stock,2.01
6277,2042-05-07,2042-05-11,2042-05-12,0,270,270,Carrier D,CAR002,Warehouse E,Warehouse C,227,SKU991,CU007,Company B,Coffee,Out of Stock,3.23
6278,2042-05-08,2042-05-13,2042-05-14,1,563,515,Carrier C,CAR002,Warehouse A,Warehouse C,275,SKU935,CU009,Company C,Tea,In Stock,3.97
6279,2042-05-09,2042-05-13,2042-05-13,0,616,616,Carrier E,CAR001,Warehouse F,Warehouse D,180,SKU112,CU005,Company E,Dairy,In Stock,4.1
6280,2042-05-10,2042-05-13,2042-05-13,0,110,85,Carrier A,CAR002,Warehouse D,Warehouse C,221,SKU493,CU010,Company F,Fruit Juice,In Stock,2.89
6281,2042-05-11,2042-05-16,2042-05-17,0,555,555,Carrier C,CAR003,Warehouse A,Warehouse E,108,SKU318,CU005,Company F,Tea,In Stock,2.91
6282,2042-05-12,2042-05-15,2042-05-17,2,343,301,Carrier D,CAR003,Warehouse E,Warehouse G,256,SKU598,CU001,Company A,Coffee,In Stock,4.15
6283,2042-05-13,2042-05-16,2042-05-18,0,218,218,Carrier A,CAR003,Warehouse B,Warehouse B,157,SKU357,CU005,Company E,Tea,In Stock,3.54
6284,2042-05-14,2042-05-21,2042-05-22,1,224,202,Carrier B,CAR005,Warehouse F,Warehouse B,288,SKU455,CU004,Company C,Fruit Juice,In Stock,1.9
6285,2042-05-15,2042-05-19,2042-05-19,0,552,552,Carrier E,CAR004,Warehouse F,Warehouse B,179,SKU174,CU004,Company D,Dairy,In Stock,4.49
6286,2042-05-16,2042-05-22,2042-05-24,2,421,387,Carrier D,CAR003,Warehouse B,Warehouse B,102,SKU905,CU008,Company A,Fruit Juice,In Stock,3.36
6287,2042-05-17,2042-05-24,2042-05-25,0,500,500,Carrier A,CAR004,Warehouse C,Warehouse D,115,SKU568,CU007,Company E,Dairy,Out of Stock,2.64
6288,2042-05-18,2042-05-25,2042-05-25,0,689,672,Carrier D,CAR005,Warehouse E,Warehouse B,174,SKU698,CU002,Company F,Fruit Juice,In Stock,3.48
6289,2042-05-19,2042-05-24,2042-05-24,0,124,124,Carrier A,CAR001,Warehouse E,Warehouse G,118,SKU946,CU005,Company A,Dairy,In Stock,4.24
6290,2042-05-20,2042-05-27,2042-05-27,0,647,599,Carrier D,CAR004,Warehouse A,Warehouse D,188,SKU381,CU002,Company F,Beverage,Out of Stock,3.53
6291,2042-05-21,2042-05-27,2042-05-27,0,527,527,Carrier B,CAR003,Warehouse C,Warehouse E,261,SKU685,CU010,Company A,Coffee,In Stock,2.67
6292,2042-05-22,2042-05-26,2042-05-28,2,148,112,Carrier A,CAR005,Warehouse D,Warehouse G,174,SKU645,CU006,Company A,Dairy,In Stock,1.7
6293,2042-05-23,2042-05-29,2042-05-30,0,505,505,Carrier C,CAR004,Warehouse C,Warehouse G,210,SKU523,CU008,Company D,Fruit Juice,In Stock,2.57
6294,2042-05-24,2042-05-28,2042-05-28,0,352,303,Carrier A,CAR005,Warehouse C,Warehouse F,192,SKU399,CU007,Company C,Tea,Out of Stock,2.35
6295,2042-05-25,2042-06-01,2042-06-02,0,194,194,Carrier D,CAR003,Warehouse E,Warehouse B,274,SKU884,CU006,Company C,Fruit Juice,In Stock,2.32
6296,2042-05-26,2042-05-30,2042-05-31,1,415,398,Carrier C,CAR002,Warehouse C,Warehouse G,225,SKU268,CU010,Company A,Tea,In Stock,1.92
6297,2042-05-27,2042-05-31,2042-06-02,0,412,412,Carrier B,CAR002,Warehouse F,Warehouse E,115,SKU248,CU004,Company E,Coffee,In Stock,3.89
6298,2042-05-28,2042-06-04,2042-06-05,1,368,337,Carrier B,CAR005,Warehouse D,Warehouse G,253,SKU554,CU008,Company E,Fruit Juice,In Stock,2.8
6299,2042-05-29,2042-06-05,2042-06-05,0,286,286,Carrier D,CAR003,Warehouse B,Warehouse G,296,SKU760,CU003,Company B,Beverage,In Stock,3.47
6300,2042-05-30,2042-06-03,2042-06-03,0,131,115,Carrier A,CAR003,Warehouse C,Warehouse C,296,SKU533,CU010,Company E,Fruit Juice,In Stock,3.01
6301,2042-05-31,2042-06-03,2042-06-03,0,581,581,Carrier B,CAR002,Warehouse F,Warehouse B,292,SKU935,CU009,Company D,Tea,In Stock,4.15
6302,2042-06-01,2042-06-05,2042-06-07,2,556,518,Carrier B,CAR005,Warehouse E,Warehouse C,288,SKU981,CU007,Company E,Snack,In Stock,3.32
6303,2042-06-02,2042-06-07,2042-06-07,0,424,424,Carrier D,CAR004,Warehouse F,Warehouse B,212,SKU515,CU004,Company B,Dairy,In Stock,3.36
6304,2042-06-03,2042-06-10,2042-06-11,1,522,515,Carrier D,CAR001,Warehouse B,Warehouse B,295,SKU718,CU002,Company F,Tea,Out of Stock,2.93
6305,2042-06-04,2042-06-10,2042-06-11,0,158,158,Carrier B,CAR002,Warehouse B,Warehouse C,228,SKU641,CU007,Company B,Dairy,In Stock,3.81
6306,2042-06-05,2042-06-12,2042-06-12,0,227,209,Carrier E,CAR001,Warehouse A,Warehouse G,254,SKU698,CU001,Company A,Dairy,In Stock,4.17
6307,2042-06-06,2042-06-11,2042-06-11,0,270,270,Carrier D,CAR002,Warehouse C,Warehouse F,179,SKU848,CU010,Company E,Dairy,Out of Stock,3.12
6308,2042-06-07,2042-06-11,2042-06-11,0,536,528,Carrier A,CAR002,Warehouse C,Warehouse F,192,SKU541,CU002,Company D,Coffee,In Stock,2.46
6309,2042-06-08,2042-06-12,2042-06-13,0,288,288,Carrier C,CAR005,Warehouse D,Warehouse F,128,SKU340,CU007,Company A,Dairy,In Stock,2.2
6310,2042-06-09,2042-06-12,2042-06-14,2,648,617,Carrier A,CAR004,Warehouse D,Warehouse G,141,SKU357,CU007,Company D,Snack,In Stock,3.27
6311,2042-06-10,2042-06-13,2042-06-13,0,641,641,Carrier A,CAR005,Warehouse B,Warehouse C,291,SKU959,CU010,Company A,Beverage,In Stock,3.67
6312,2042-06-11,2042-06-14,2042-06-16,2,391,382,Carrier E,CAR003,Warehouse C,Warehouse E,211,SKU648,CU009,Company C,Tea,In Stock,1.99
6313,2042-06-12,2042-06-18,2042-06-19,0,168,168,Carrier C,CAR001,Warehouse F,Warehouse C,176,SKU350,CU005,Company E,Tea,In Stock,1.75
6314,2042-06-13,2042-06-17,2042-06-19,2,525,508,Carrier C,CAR001,Warehouse B,Warehouse E,294,SKU655,CU003,Company B,Tea,In Stock,1.69
6315,2042-06-14,2042-06-21,2042-06-23,0,556,556,Carrier B,CAR003,Warehouse E,Warehouse D,300,SKU960,CU008,Company E,Fruit Juice,Out of Stock,3.38
6316,2042-06-15,2042-06-21,2042-06-21,0,567,552,Carrier C,CAR003,Warehouse E,Warehouse B,286,SKU862,CU002,Company C,Beverage,In Stock,3.69
6317,2042-06-16,2042-06-19,2042-06-19,0,243,243,Carrier E,CAR001,Warehouse B,Warehouse E,269,SKU401,CU008,Company D,Beverage,In Stock,3.28
6318,2042-06-17,2042-06-24,2042-06-25,1,244,200,Carrier B,CAR004,Warehouse D,Warehouse C,247,SKU207,CU007,Company A,Coffee,In Stock,2.87
6319,2042-06-18,2042-06-24,2042-06-25,0,267,267,Carrier A,CAR005,Warehouse F,Warehouse F,244,SKU699,CU002,Company C,Fruit Juice,In Stock,3.49
6320,2042-06-19,2042-06-24,2042-06-24,0,594,577,Carrier A,CAR001,Warehouse D,Warehouse C,288,SKU844,CU007,Company C,Tea,In Stock,2.4
6321,2042-06-20,2042-06-27,2042-06-29,0,181,181,Carrier C,CAR003,Warehouse E,Warehouse B,247,SKU718,CU001,Company A,Snack,In Stock,4.0
6322,2042-06-21,2042-06-24,2042-06-25,1,292,279,Carrier C,CAR002,Warehouse E,Warehouse D,206,SKU741,CU005,Company A,Fruit Juice,In Stock,2.85
6323,2042-06-22,2042-06-27,2042-06-27,0,648,648,Carrier D,CAR001,Warehouse F,Warehouse D,119,SKU417,CU001,Company D,Beverage,In Stock,4.35
6324,2042-06-23,2042-06-29,2042-06-29,0,609,581,Carrier A,CAR005,Warehouse C,Warehouse F,231,SKU694,CU004,Company D,Fruit Juice,In Stock,2.32
6325,2042-06-24,2042-06-27,2042-06-29,0,592,592,Carrier E,CAR002,Warehouse E,Warehouse B,254,SKU316,CU004,Company E,Snack,In Stock,2.33
6326,2042-06-25,2042-06-28,2042-06-29,1,485,478,Carrier B,CAR004,Warehouse A,Warehouse B,169,SKU257,CU005,Company E,Snack,In Stock,2.15
6327,2042-06-26,2042-07-02,2042-07-04,0,259,259,Carrier C,CAR004,Warehouse C,Warehouse E,272,SKU649,CU008,Company A,Beverage,In Stock,1.85
6328,2042-06-27,2042-06-30,2042-06-30,0,576,576,Carrier C,CAR004,Warehouse D,Warehouse C,146,SKU201,CU010,Company E,Snack,In Stock,3.44
6329,2042-06-28,2042-07-02,2042-07-04,0,521,521,Carrier D,CAR004,Warehouse A,Warehouse E,171,SKU840,CU002,Company E,Tea,In Stock,3.44
6330,2042-06-29,2042-07-04,2042-07-05,1,172,126,Carrier C,CAR005,Warehouse C,Warehouse B,230,SKU314,CU009,Company E,Coffee,In Stock,2.37
6331,2042-06-30,2042-07-04,2042-07-04,0,245,245,Carrier C,CAR002,Warehouse C,Warehouse F,294,SKU207,CU006,Company D,Tea,In Stock,4.25
6332,2042-07-01,2042-07-07,2042-07-09,2,330,312,Carrier A,CAR005,Warehouse E,Warehouse C,114,SKU297,CU007,Company E,Beverage,Out of Stock,2.69
6333,2042-07-02,2042-07-07,2042-07-08,0,135,135,Carrier A,CAR001,Warehouse B,Warehouse G,155,SKU982,CU005,Company B,Fruit Juice,In Stock,4.37
6334,2042-07-03,2042-07-08,2042-07-08,0,572,558,Carrier A,CAR005,Warehouse A,Warehouse C,251,SKU581,CU004,Company C,Beverage,Out of Stock,3.27
6335,2042-07-04,2042-07-11,2042-07-12,0,697,697,Carrier D,CAR005,Warehouse A,Warehouse F,265,SKU519,CU007,Company E,Fruit Juice,In Stock,1.83
6336,2042-07-05,2042-07-11,2042-07-11,0,242,197,Carrier C,CAR003,Warehouse D,Warehouse F,188,SKU936,CU005,Company D,Snack,In Stock,4.08
6337,2042-07-06,2042-07-11,2042-07-11,0,545,545,Carrier A,CAR002,Warehouse D,Warehouse D,253,SKU557,CU002,Company C,Fruit Juice,In Stock,2.21
6338,2042-07-07,2042-07-11,2042-07-13,2,269,250,Carrier D,CAR005,Warehouse C,Warehouse C,275,SKU366,CU005,Company F,Dairy,In Stock,3.13
6339,2042-07-08,2042-07-15,2042-07-17,0,456,456,Carrier B,CAR001,Warehouse A,Warehouse G,299,SKU597,CU003,Company C,Snack,In Stock,2.43
6340,2042-07-09,2042-07-16,2042-07-16,0,521,491,Carrier E,CAR004,Warehouse D,Warehouse B,120,SKU420,CU009,Company D,Dairy,In Stock,2.64
6341,2042-07-10,2042-07-15,2042-07-15,0,599,599,Carrier E,CAR001,Warehouse F,Warehouse C,184,SKU692,CU001,Company D,Snack,In Stock,3.91
6342,2042-07-11,2042-07-16,2042-07-16,0,108,75,Carrier E,CAR004,Warehouse A,Warehouse E,221,SKU454,CU003,Company B,Beverage,In Stock,3.47
